,server_age_years,rack_u_position,workload_intensity,cpu_utilization,gpu_utilization,memory_utilization,storage_utilization,disk_io_iops,network_throughput_gbps,network_latency_ms,virtual_machines_count,ambient_temperature_c,humidity_percentage,inlet_temperature_c,exhaust_temperature_c,fan_speed_rpm,airflow_cfm,cooling_efficiency,power_supply_efficiency,ups_battery_health,power_consumption_kw,pue,wue,carbon_intensity_gco2_kwh,renewable_energy_ratio,carbon_emission_kg,compute_cost_usd
exhaust_temperature_c,0.096200769423567,0.0004363076000035619,0.4976657928139354,0.5140060208371771,0.6256043334894849,0.3051196100459928,-0.17451432944200093,0.10177014381025346,0.1711309801115449,0.09569968228262413,-0.09298912347577078,0.10151985391861318,0.05317894245621509,0.1197962494939362,1.0,0.14229455153806858,0.14175406255111736,-0.048579545379868604,-0.09620076942356315,-0.08988382141825213,0.6195464217613846,0.10533548694701986,0.13150581413597517,0.035298805713410084,-0.029281928824620777,0.3529566587745983,0.5428628671565091
fan_speed_rpm,0.4793866629771806,-0.0018712852705562138,0.21593703816648296,0.22333541347497546,-0.18322643051215476,0.13098319427683686,-0.04580257469417004,0.0699762287534342,0.07618346074099187,-0.04279675370962602,0.18395298777485936,0.3096872266253802,0.2509206616211209,0.4891914168631623,0.14229455153806858,1.0,0.9947064871447003,-0.7261146390091396,-0.47938666297717375,-0.44467280960539773,-0.08538916312237015,0.631716156807222,-0.8497963049595545,0.39832907451006694,-0.368772989396895,0.44287578543068395,-0.22630920032996973
airflow_cfm,0.47651596330963447,-0.001901213023887202,0.21539865072842768,0.22272864140565146,-0.18243023386612994,0.13108844857113044,-0.04572784853266784,0.06976761865780669,0.07630965161600016,-0.04247495362206205,0.18359185663826358,0.3083663486112337,0.24990024439982875,0.48655515592988646,0.14175406255111736,0.9947064871447003,1.0,-0.7219707862317098,-0.4765159633096325,-0.44206353515918967,-0.08489176715967235,0.6280647811636488,-0.8453174033821187,0.3964502706902749,-0.366952393048932,0.440624125260467,-0.2252440370289337
cooling_efficiency,-0.8009761010208893,0.0034073482022371126,-0.0015734494014454478,-0.0010640441021350473,0.3483958966885523,-0.0003861147072100269,0.08424304613596408,0.07188702759841797,-0.0006044195145838022,0.013687277920886516,-0.35036208212945674,-0.3408555417083351,-0.4215676871072902,-0.7203622970112485,-0.048579545379868604,-0.7261146390091396,-0.7219707862317098,1.0,0.8009761010208771,0.7422974625591184,0.21842147935265535,-0.9604395568169084,0.6576345590403261,-0.48345229808062856,0.4216485312798458,-0.393761403208756,0.3169259024984136
power_supply_efficiency,-0.999999999999997,0.0015659940084916436,0.00022627714473802082,0.0008622610900685325,0.3646691509857273,0.001441481313309685,0.0300530244597124,0.026042966608360883,0.0021931190282735023,-0.016769786569120523,-0.3605499448521556,-0.3490602483123557,-0.3918404458971487,-0.8573391110820322,-0.09620076942356315,-0.47938666297717375,-0.4765159633096325,0.8009761010208771,1.0,0.9255998098145294,0.254212598633988,-0.8326507529503723,0.37009214497778997,-0.4893422431779959,0.43394342105847755,-0.3785247315496504,0.3625799386375802
ups_battery_health,-0.9255998098145337,0.0021397580722899772,0.001022269608750856,0.001451996524057718,0.3366674865418991,-0.00029462964081479936,0.030081680400360723,0.026470494209557018,0.0023320178079805558,-0.015274097098290541,-0.33554386665462477,-0.3238282026352671,-0.36318757830790915,-0.7939584560217294,-0.08988382141825213,-0.44467280960539773,-0.44206353515918967,0.7422974625591184,0.9255998098145294,1.0,0.23438052773466164,-0.772672107980152,0.3424366458094754,-0.4541770265382851,0.40325146003638596,-0.3516979377859508,0.3350120846788585
power_consumption_kw,-0.25421259863399753,-0.0005939781409561736,0.227431531435236,0.23477736137707983,0.9194481443888192,0.13927264489811322,-0.3200003354529598,-0.16078257769992718,0.08126641770182239,0.2073552795864642,-0.19065060204932227,-0.139377234031223,-0.07782560821067015,-0.24576443653504726,0.6195464217613846,-0.08538916312237015,-0.08489176715967235,0.21842147935265535,0.254212598633988,0.23438052773466164,1.0,-0.16823308432140055,0.33716815206890827,-0.21842949421242205,0.21396930640359976,0.2772540659256673,0.9094239616767426
pue,0.8326507529503737,-0.003895481012397123,0.0025062495216338536,0.0018653132318015655,-0.30708685150020054,2.4650935895453075e-05,-0.10550966935910361,-0.08976400661066969,0.00040852959328305065,0.033765066091164975,0.39042609258016325,0.4688093306321306,0.48305602971223144,0.811730352596237,0.10533548694701986,0.631716156807222,0.6280647811636488,-0.9604395568169084,-0.8326507529503723,-0.772672107980152,-0.16823308432140055,1.0,-0.5275157789353442,0.5679442182950937,-0.4988458160124322,0.47503141250629355,-0.2897149468036354
wue,-0.3700921449777871,0.0036707541698196523,-0.00021667528401765913,-0.0005257426116483593,0.3973068930102134,-0.0016964583239848766,-0.024534777027052368,-0.021282287725725678,-0.0039388818393165746,0.10682939523296983,-0.1932908249541635,-0.21750470984300296,-0.1928218399110209,-0.36580884522197743,0.13150581413597517,-0.8497963049595545,-0.8453174033821187,0.6576345590403261,0.37009214497778997,0.3424366458094754,0.33716815206890827,-0.5275157789353442,1.0,-0.3232149642665399,0.3007135224902524,-0.21656308822121317,0.41861183169023364
carbon_intensity_gco2_kwh,0.4893422431780012,0.001056598944086323,0.0024323025114733328,0.0014485983343530567,-0.320764897825281,-0.001469213844781991,0.006098942044787743,0.006495294967941501,-0.00012319818389156385,0.07923519999318378,0.373247751424537,0.7440482953083971,0.620604467201526,0.7344141482676422,0.035298805713410084,0.39832907451006694,0.3964502706902749,-0.48345229808062856,-0.4893422431779959,-0.4541770265382851,-0.21842949421242205,0.5679442182950937,-0.3232149642665399,1.0,-0.9102479228612751,0.7349177790472121,-0.4958231254096674
renewable_energy_ratio,-0.43394342105848605,-0.0025796762968423805,-0.002320031745239635,-0.0015685796982496316,0.3029139626175325,0.0029113467763743693,-0.02618962297548469,-0.023774033208786155,0.0010929063633102305,-0.06989321950063937,-0.3300775033616224,-0.7207921152380197,-0.46965871582645174,-0.6847660023119946,-0.029281928824620777,-0.368772989396895,-0.366952393048932,0.4216485312798458,0.43394342105847755,0.40325146003638596,0.21396930640359976,-0.4988458160124322,0.3007135224902524,-0.9102479228612751,1.0,-0.7329323390615995,0.4804090609037957
carbon_emission_kg,0.37852473154965205,0.005046092497160667,0.13529526074660667,0.13961810459931742,0.14988331481435402,0.08103221076686201,-0.18049459111210708,-0.08713219209543584,0.046925987030631874,0.15295991570520473,0.23976469640209022,0.5899331008082385,0.4798607823110747,0.5759981638742675,0.3529566587745983,0.44287578543068395,0.440624125260467,-0.393761403208756,-0.3785247315496504,-0.3516979377859508,0.2772540659256673,0.47503141250629355,-0.21656308822121317,0.7349177790472121,-0.7329323390615995,1.0,-0.052609466222599106
compute_cost_usd,-0.36257993863758176,-0.0010654661841914413,0.1956443333886977,0.20184432680072448,0.91708322893089,0.12023998674780031,-0.28700428050108184,-0.14843047480220006,0.07002480909317227,0.1716222875960789,-0.2693495686246094,-0.35999553034155646,-0.2127252341674553,-0.43908016976025066,0.5428628671565091,-0.22630920032996973,-0.2252440370289337,0.3169259024984136,0.3625799386375802,0.3350120846788585,0.9094239616767426,-0.2897149468036354,0.41861183169023364,-0.4958231254096674,0.4804090609037957,-0.052609466222599106,1.0
